nombre_de_producto,categoria,marca,precio,unidades_disponibles,en_descuento,precio_de_descuento,metodo_de_envio,metodos_de_pago,opciones_de_financiacion,politicas_de_devolucion,instrucciones_de_compra
Samsung 870 QVO SSD SATA,Electrónica,Samsung,7774.75,922,True,3985.36,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Zapatillas de Running para Hombre Nike Revolution 5,Deportes y Aire Libre,Nike,392.89,697,False,,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Monopoly Clásico,Juguetes y Juegos,Hasbro,498.83,76,True,413.07,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Bolsa de Gimnasio Under Armour Undeniable Duffle 4.0,Deportes y Aire Libre,Under Armour,307.3,320,True,197.63,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Cafetera KitchenAid de 14 tazas,Cocina y Hogar,KitchenAid,2150.88,158,True,1114.68,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Silla Inteligente Etapas de Aprendizaje Laugh & Learn de Fisher-Price,Juguetes y Juegos,Fisher-Price,1113.62,229,True,714.25,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Chaqueta Eco Thermoball de The North Face,Deportes y Aire Libre,The North Face,925.02,176,True,605.23,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Tapa de freidora oficial de Instant Pot,Cocina y Hogar,Instant Pot,6567.74,358,True,5821.16,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Monedero de piel Marmont de Mujeres de Gucci,"Ropa, Zapatos y Accesorios",Gucci,5647.26,146,True,4503.3,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Sudadera con capucha Essentials Linear de Adidas para Mujeres,"Ropa, Zapatos y Accesorios",Adidas,5888.46,226,False,,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Hervidor de 2.0 cuartos de galón KitchenAid,Cocina y Hogar,KitchenAid,4210.23,953,False,,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Bolso tote de piel Bibliotheque de Mujeres de Prada,"Ropa, Zapatos y Accesorios",Prada,2080.87,861,False,,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Chaqueta de Lluvia The North Face Venture 2,Deportes y Aire Libre,The North Face,666.64,451,False,,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Zapatillas de correr Cloudbust Thunder Knit para Hombres de Prada,"Ropa, Zapatos y Accesorios",Prada,6383.82,610,True,3403.58,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Sartén para asar y sellar de cerámica de 4.5 cuartos de galón KitchenAid,Cocina y Hogar,KitchenAid,1905.36,272,False,,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Mallas 3-Stripes Essentials para Mujer de Adidas,Deportes y Aire Libre,Adidas,279.03,350,True,187.65,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Juego Twister Edición Definitiva,Juguetes y Juegos,Hasbro,599.87,797,True,376.94,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Zapatillas Superstar Originales de Adidas para Hombres,"Ropa, Zapatos y Accesorios",Adidas,7849.68,697,True,6257.4,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Casa de Aprendizaje Inteligente de Fisher-Price,Juguetes y Juegos,Fisher-Price,102.79,238,False,,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Zapatillas Cloudfoam Pure de Adidas para Mujeres,"Ropa, Zapatos y Accesorios",Adidas,6344.8,847,False,,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Samsung Galaxy S20 FE,Electrónica,Samsung,9762.5,980,False,,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Chaqueta de Lluvia Front-Zip Glennaker Lake para Hombre de Columbia,Deportes y Aire Libre,Columbia,479.94,185,False,,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Anillo de sellado de silicona de Instant Pot,Cocina y Hogar,Instant Pot,3420.49,528,False,,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
Olla de cocción interna de acero inoxidable de Instant Pot,Cocina y Hogar,Instant Pot,9006.93,825,False,,"Envio estandar: $10.00, Envio premium: $25.00","Tarjeta de credito, Paypal o Apple Pay","0\% de interes por 12 meses, 5\% de interes por 24 meses o 10\% de interes por 36 meses",Puedes devolver el producto dentro de 30 dias para un reembolso completo.,"Para completar tu compra, agrega el producto a tu carrito, procede al pago y selecciona tu método de pago preferido. Sigue las instrucciones en pantalla para completar la información de pago y envío."
